Idx,numbers,categorys,times,dates
75280,2,2,1,4
75281,13,13,2,10
75288,12,12,1,8
75289,12,12,1,8
7529,11,10,1,19
75292,12,12,1,8
75294,2,2,1,15
75298,4,3,2,4
7530,14,13,2,5
75303,12,12,1,9
75306,10,10,1,3
75307,16,13,3,7
75308,4,3,2,1
75309,2,2,1,6
75310,20,16,3,6
75312,16,13,3,42
7532,18,15,1,8
75321,17,13,3,2
75327,14,13,1,720
75328,12,12,1,8
75333,12,12,1,9
75343,38,17,6,6
75344,12,12,1,10
75347,13,13,2,8
75349,13,13,2,8
75350,23,13,5,7
75352,12,12,1,50
75354,13,13,2,9
75355,2,2,1,3
75356,12,12,1,8
75363,16,13,2,4
75364,12,12,1,8
75366,11,11,1,9
75373,12,12,1,8
75377,12,12,1,9
75378,2,2,1,11
75379,12,12,1,8
75381,16,13,2,7
7539,19,15,3,0
75393,12,12,1,11
75396,19,13,4,4
7540,27,21,3,279
75401,2,2,1,9
75406,12,12,1,11
75411,18,14,2,8
75415,2,2,1,8
75419,12,12,1,8
75421,14,13,2,7
75423,14,13,1,9
75425,14,13,3,8
75426,4,3,3,1
75427,18,13,4,3
75428,3,3,2,4
75429,12,12,1,9
75435,4,3,2,0
75439,12,12,2,4
75443,12,12,1,9
75448,14,13,2,2
75449,2,2,1,11
7545,9,9,1,10
75452,14,14,2,4
75457,12,12,1,2
75458,12,12,1,9
75461,12,12,1,121
75462,18,13,2,7
75466,2,2,1,5
75469,11,11,1,7
7547,13,10,3,6
75476,12,12,1,8
75477,12,12,1,9
75485,2,2,1,9
75486,12,12,1,45
75487,12,12,1,12
75488,16,14,3,9
7549,17,14,1,4
75490,15,13,2,5
75491,12,12,1,41
75495,19,15,2,5
755,10,9,2,5
75511,11,11,1,8
75520,12,12,1,6
75521,13,13,2,13
75523,2,2,1,7
75533,13,13,1,7
75535,15,13,3,2
75539,12,12,1,9
75540,12,12,1,9
75541,12,12,1,8
75546,12,12,1,10
75547,2,2,1,12
75548,2,2,1,9
75554,12,12,1,6
75557,2,2,1,9
75561,12,12,1,8
75566,11,11,1,8
75567,13,13,2,9
75568,12,12,1,50
75569,28,14,2,0
7557,13,10,2,16
75570,12,12,1,8
75571,13,13,2,8
75572,12,12,1,8
75575,12,12,1,9
75576,12,12,1,8
75587,11,11,1,9
75588,2,2,1,8
7559,9,9,1,10
75590,28,15,8,3
75591,12,12,1,7
75592,2,2,1,9
75599,14,13,2,8
75602,13,13,2,4
75603,14,13,1,11
75605,15,13,1,4
75611,12,12,1,8
75612,13,13,2,10
75613,13,13,2,22
75614,12,12,1,8
75617,12,12,1,8
75619,2,2,1,10
75622,2,2,1,8
75624,12,12,1,8
75627,2,2,1,4
7563,12,8,2,33
75631,13,13,2,8
75633,12,12,1,8
75635,2,2,1,8
75636,12,12,1,8
75638,16,15,4,8
75639,2,2,1,4
75640,13,13,1,8
75643,13,13,2,3
75644,12,12,1,8
75645,2,2,1,4
75646,10,9,2,8
75649,6,5,2,8
75651,16,15,4,22
75653,13,13,2,1
75654,11,11,1,8
75655,11,11,1,6
75657,12,12,1,8
75659,17,15,4,125
75666,15,13,2,8
75668,17,12,5,135
75669,14,13,2,8
7567,15,13,1,6
75670,15,13,1,4
75671,13,13,2,8
75674,12,12,1,19
75676,12,12,1,42
75678,15,15,3,4
75682,12,12,1,8
75684,12,12,1,8
75685,15,13,1,8
75687,12,12,1,8
75692,12,12,1,8
75696,21,17,4,13
757,75,13,2,6
75701,12,12,1,18
75710,2,2,1,26
75716,55,17,6,271
75718,2,2,1,8
75720,12,12,1,8
75722,12,12,1,8
75723,13,13,1,8
75727,12,12,1,16
75729,2,2,1,8
75734,12,12,1,8
75739,13,13,1,8
75740,2,2,1,8
75741,3,2,2,4
75745,12,12,1,8
75746,12,12,1,8
75751,12,12,1,8
75752,18,15,3,3
75753,12,12,1,8
75754,2,2,1,33
75756,12,12,1,22
7576,16,12,3,7
75765,12,12,2,8
75766,13,13,2,8
75769,12,12,1,8
75770,12,12,1,8
75771,12,12,1,10
75777,12,12,1,8
7578,10,9,1,21
75780,16,15,1,11
75785,12,12,1,43
75788,9,9,3,57
75789,12,12,1,10
7579,19,17,3,39
75790,13,13,2,11
75791,18,16,3,5
75795,13,13,2,7
75796,33,22,5,10
75799,2,2,1,4
758,13,12,3,2
75803,9,9,1,161
75804,11,11,1,10
75807,16,16,3,5
75809,2,2,1,4
75820,14,14,3,11
75824,15,13,1,100
75826,13,13,1,10
75829,12,12,1,10
75830,12,12,1,10
75834,12,12,1,8
75836,14,13,2,10
75838,2,2,1,14
75841,13,13,1,8
75842,2,2,1,9
75843,12,12,1,10
75856,16,13,2,10
7586,11,10,2,3
75863,13,13,2,10
75864,15,13,1,8
75873,12,12,1,11
75874,6,6,3,0
75875,12,12,1,10
75876,16,13,3,5
75878,2,2,1,4
75883,11,11,1,292
75885,17,13,2,8
75895,12,12,1,10
75897,13,13,2,4
75901,15,13,2,10
75902,12,12,1,81
75903,2,2,1,39
75912,12,12,1,10
75913,15,12,1,10
75918,12,12,1,12
7592,10,9,1,5
75922,2,2,1,10
75925,16,14,3,4
75927,2,2,1,34
75932,3,3,2,10
75936,21,17,3,3
75944,15,13,2,11
75946,13,13,2,10
75947,12,12,1,9
75949,12,12,1,10
7595,10,10,1,20
75951,12,12,1,9
75956,11,11,1,10
75958,11,10,2,7
75961,13,13,2,10
75963,14,13,1,12
75968,14,14,2,12
75972,17,14,3,10
75973,12,12,1,8
75975,14,14,2,8
75979,12,12,1,11
7598,20,13,5,94
75980,2,2,1,21
75981,2,2,1,12
75985,32,15,5,15
75990,13,13,2,10
75991,13,13,2,12
75994,12,12,1,9
75995,13,13,2,8
75999,12,12,1,10
76000,12,12,1,10
76001,2,2,1,10
76003,12,12,1,8
76005,12,12,1,10
76007,12,12,1,45
76009,13,13,2,10
76017,13,13,1,116
76020,12,12,1,8
76021,13,13,2,10
76022,12,12,1,10
76024,12,12,1,136
76025,12,12,1,4
76026,7,6,1,674
76027,16,13,2,4
7603,10,9,1,20
76037,4,4,2,3
76038,12,12,1,12
76041,14,12,2,10
76043,14,13,1,10
76046,14,11,1,4
76049,12,12,1,6
76051,12,12,1,10
76052,13,13,1,8
76056,2,2,1,12
76061,14,13,1,10
76064,12,12,1,48
76066,13,12,2,208
76067,24,13,4,13
76068,13,13,2,49
76075,2,2,1,11
76079,2,2,1,8
76086,13,13,1,11
76091,14,14,3,11
76092,14,14,2,7
76095,15,13,2,8
76096,12,12,2,8
76098,2,2,1,4
761,4,4,1,6
7610,11,10,1,19
76102,12,12,1,11
76103,11,11,1,10
76106,20,14,2,8
76107,17,15,4,25
76108,9,9,2,11
76109,2,2,1,8
76111,15,13,2,4
76113,7,5,3,11
76115,12,12,1,4
76116,13,10,3,11
76119,16,12,2,10
76120,12,12,1,11
76121,12,12,1,12
76124,17,10,5,4
76125,12,12,1,13
76129,16,14,2,8
76131,2,2,1,11
76132,12,12,1,11
76133,2,2,1,4
76135,12,12,1,11
76139,12,12,1,11
7614,9,8,2,8
76140,16,16,2,8
76143,2,2,1,12
76144,14,14,2,11
76147,27,18,3,3
7615,13,10,2,5
76152,5,3,2,11
76154,14,13,1,23
76158,2,2,1,11
7616,20,16,2,388
76160,12,12,1,11
76161,9,9,2,35
76168,12,12,1,7
76171,16,12,3,374
76173,12,12,1,10
76177,4,3,3,4
76180,12,12,1,9
76181,13,13,2,6
76182,2,2,1,3
7619,9,9,1,8
76191,13,13,1,11
76192,2,2,1,10
76196,2,2,1,10
76199,2,2,1,7
7620,10,9,1,3
76202,16,12,2,1
76205,2,2,1,11
76208,11,11,1,7
76209,2,2,1,3
7621,16,13,2,1
76213,2,2,1,10
76216,2,2,1,10
76217,16,13,3,10
76218,12,12,1,10
76219,12,12,1,11
76220,6,3,3,8
7623,10,9,1,3
76230,2,2,1,11
76231,2,2,1,11
76237,12,12,1,10
76239,2,2,1,4
7624,12,12,2,29
76245,2,2,1,3
76250,2,2,1,11
76252,11,11,1,7
76255,12,12,1,10
76257,27,21,3,9
76258,2,2,1,3
7626,12,11,2,38
76264,12,12,1,10
76265,12,12,1,149
76266,12,12,1,10
76268,13,13,2,10
76269,12,12,1,10
7627,13,12,1,2
76270,6,4,2,10
76274,13,13,1,10
76276,12,12,1,10
76279,14,14,2,10
7628,12,11,2,60
76281,12,12,1,3
76290,15,13,4,6
76293,13,13,1,7
76294,14,13,1,10
76296,16,13,3,3
763,19,14,3,6
76301,11,9,2,29
7631,23,13,3,160
76310,10,9,2,238
76311,12,12,1,10
76313,13,13,2,24
76327,13,13,2,3
76329,2,2,1,13
76330,12,12,1,11
76332,12,12,1,11
76336,2,2,1,11
76338,12,12,1,11
76339,4,3,2,14
76344,12,12,1,11
76351,2,2,1,11
76354,2,2,1,12
76355,29,21,5,10
76356,12,12,1,11
7636,12,10,1,2
76360,11,11,1,10
76368,12,12,1,42
76372,15,13,2,4
76374,14,13,2,7
76382,12,12,1,7
76392,12,12,1,11
76393,12,12,1,11
76396,29,22,3,11
7640,15,13,3,27
76400,12,9,2,9
76401,9,9,1,224
76404,4,4,3,4
76407,2,2,1,11
76410,12,12,1,12
76411,2,2,1,3
76418,12,12,1,7
76421,14,13,2,11
76422,18,14,3,8
76425,11,11,1,7
76430,16,13,3,12
76435,7,6,4,10
76439,16,13,2,6
76441,19,18,4,11
7645,10,9,1,9
76451,10,10,2,4
76453,5,5,3,1
76456,13,13,2,14
76457,12,12,1,13
7646,11,11,1,29
76460,12,12,1,7
76465,25,13,1,14
76467,13,13,1,10
76468,12,12,1,11
7647,17,12,3,2
76470,11,11,1,11
76471,19,14,4,4
76481,12,12,1,14
76483,11,11,1,11
76486,12,12,2,10
76491,2,2,1,8
76493,14,13,2,6
76495,13,13,1,7
76499,2,2,1,43
7650,17,13,2,2
76501,13,13,2,8
76504,12,12,1,14
76506,12,12,1,9
76510,12,12,1,10
76513,12,12,1,11
76514,14,11,3,11
76515,14,13,2,5
76520,14,13,2,7
76521,2,2,1,10
76524,12,12,1,12
76532,5,4,2,34
76535,12,12,1,7
76540,2,2,1,11
76546,16,14,3,4
76547,2,2,1,11
76548,12,12,1,10
7655,22,16,3,44
76550,5,4,2,13
76552,21,15,3,10
76555,15,13,1,12
76556,12,12,1,14
76561,12,12,1,11
76564,2,2,1,11
76565,13,13,2,4
76569,2,2,1,11
76570,12,12,1,11
76572,44,28,2,604
76573,16,13,2,173
76576,12,11,2,11
76577,14,14,2,88
7658,10,9,1,20
76588,13,13,1,11
76590,12,11,3,35
76598,25,14,7,10
76601,31,20,5,7
76606,15,14,3,2
76613,2,2,1,45
76614,2,2,1,14
76619,12,12,1,12
7662,14,12,3,1
76620,14,13,2,5
76621,13,12,2,8
76622,7,7,2,14
76626,23,19,3,14
76639,12,12,1,12
7664,24,18,2,377
76642,11,11,1,12
76643,12,12,1,12
76644,2,2,1,12
76648,12,12,1,14
76650,2,2,1,7
76651,2,2,1,12
76652,11,11,1,12
76658,2,2,1,12
76659,12,12,1,7
7666,10,9,1,2
76660,14,12,3,11
76663,15,14,2,11
76664,17,13,2,11
76670,12,12,1,58
76671,2,2,1,14
76674,12,12,1,109
76675,2,2,1,11
76676,12,12,1,13
76677,2,2,1,12
76679,12,12,1,12
7668,12,11,2,11
76685,12,12,1,7
76687,12,12,1,40
76688,3,3,2,5
76691,12,12,1,12
76696,14,13,3,9
76697,11,11,1,12
76702,13,13,2,3
76709,21,16,3,9
76711,13,13,2,12
76712,16,16,4,5
76717,13,13,2,9
76718,12,12,1,40
76720,3,3,2,5
76723,13,13,1,9
76725,13,12,1,6
76727,29,21,2,123
76729,12,12,1,8
76730,14,13,2,11
76734,21,17,4,47
76735,2,2,1,11
76736,10,10,2,4
76737,2,2,1,11
76739,24,21,5,12
76740,10,9,2,11
76741,12,12,1,10
76742,13,13,1,11
76744,2,2,1,11
76745,14,14,2,7
76747,9,7,4,1
76760,16,13,2,31
76763,12,12,1,107
76767,12,12,1,6
76768,14,13,3,6
76772,2,2,1,13
7678,10,9,1,7
76781,24,16,3,11
76784,9,9,1,6
76785,13,13,2,8
7679,11,10,2,19
76792,2,2,1,14
76793,18,4,4,0
76796,14,13,2,11
768,17,15,1,4
7680,21,14,4,6
76800,12,12,1,11
76806,12,12,1,6
76808,12,12,1,9
76810,18,13,3,1
76812,13,13,2,117
76814,8,8,2,11
76815,12,12,1,9
76817,11,11,1,6
76819,12,12,1,12
76821,13,13,1,13
76825,14,13,2,18
76831,13,13,2,2
76835,12,12,1,11
7684,9,9,1,7
76846,12,12,1,11
76847,18,17,3,10
76849,14,12,3,6
7685,15,11,2,3
76850,14,13,1,11
76852,12,12,1,12
76854,13,13,2,6
76858,2,2,1,9
76859,15,13,2,9
7686,12,8,2,421
76861,2,2,1,8
76862,12,12,1,84
76864,2,2,1,45
76865,15,14,3,3
76866,15,11,2,9
76867,16,14,2,10
76868,12,12,1,9
76869,12,12,1,12
76875,18,15,2,6
76876,2,2,1,32
76877,10,9,3,2
7688,14,12,2,3
76880,12,12,1,6
76886,2,2,1,11
76888,12,12,1,9
76889,12,12,1,11
76892,12,12,1,10
76895,12,12,1,11
76897,12,12,1,11
76898,14,14,2,1
76899,14,13,2,6
769,13,13,2,5
76900,21,18,3,12
76901,12,12,1,11
76902,15,13,2,4
76904,12,12,1,6
76907,2,2,1,10
76908,14,13,1,6
7691,10,9,2,18
76911,27,16,4,9
76916,11,11,1,11
76919,12,12,1,11
76920,12,12,1,11
76924,16,14,3,62
76927,12,12,1,6
76928,12,12,1,11
76929,15,14,2,64
7693,10,9,2,7
76933,14,13,2,10
76934,12,12,1,11
76935,13,13,2,9
76936,2,2,1,11
76941,2,2,1,8
76943,26,16,5,9
76945,12,12,1,51
76948,13,13,1,11
76949,12,12,1,13
76953,2,2,1,11
76956,12,12,1,6
76964,13,13,2,11
76965,13,10,1,11
76967,12,12,1,12
76969,18,17,4,5
76970,12,12,1,68
76972,3,3,2,7
76975,17,16,3,9
76976,13,13,1,11
76978,17,13,2,6
76979,15,13,2,12
76980,13,13,2,7
76984,13,13,2,6
76987,14,13,2,2
7699,16,13,1,5
76992,2,2,1,12
76994,7,5,3,9
76996,9,9,1,179
7700,10,9,1,7
77002,12,12,1,11
77004,2,2,1,12
77005,2,2,1,27
77007,2,2,1,23
77010,14,14,3,8
77014,2,2,1,12
77019,13,13,1,10
7702,10,9,1,5
77023,14,13,1,38
77024,35,15,5,9
77025,2,2,1,12
7703,12,10,3,8
77033,12,12,1,14
77034,12,12,1,13
77035,2,2,1,12
77040,16,14,1,11
77041,12,12,1,12
77042,13,13,2,2
77043,2,2,1,25
77044,2,2,1,98
77045,13,13,1,6
77055,12,12,1,6
77058,12,12,1,61
77059,2,2,1,23
77060,13,13,2,12
77063,23,18,2,3
77069,12,12,1,14
77073,2,2,1,11
77074,13,13,2,12
77075,18,13,3,11
77077,13,13,2,6
7708,11,10,2,19
77081,2,2,1,10
77084,12,12,1,6
77090,14,13,2,5
77093,2,2,1,12
77094,13,13,2,83
77096,17,14,4,11
77099,15,14,2,12
77100,12,12,1,6
77102,13,13,2,10
77104,12,12,1,11
77105,12,12,1,6
77109,13,13,1,13
77110,15,13,3,1
77112,16,15,3,52
77120,2,2,1,11
77123,21,13,4,4
77124,15,15,1,12
77125,13,13,2,5
77131,14,13,2,13
77132,12,12,1,13
77134,18,12,2,6
77135,14,13,2,7
77136,13,13,1,12
77137,12,12,1,12
7714,10,9,1,9
77144,13,13,2,10
77150,2,2,1,12
77151,12,12,1,17
77153,12,12,1,12
77159,18,16,4,6
77160,14,13,2,11
77161,12,12,1,49
77162,12,12,1,13
77164,16,13,1,12
77165,16,13,2,11
77169,2,2,1,12
7717,10,9,1,2
7718,17,12,5,23
77184,12,12,1,12
77185,13,13,2,7
77186,12,12,1,11
7719,10,9,1,8
77193,2,2,1,9
77199,2,2,1,12
7720,9,9,1,19
77203,17,12,4,5
77204,10,9,2,7
77206,2,2,1,13
7721,10,9,2,3
77218,16,15,2,6
77220,12,12,1,11
77221,12,12,1,11
77222,18,13,5,13
77230,2,2,1,11
77234,15,15,2,10
77235,12,10,2,63
77237,12,12,1,8
77240,3,3,2,11
77242,10,10,2,42
77243,19,14,4,1
77245,15,13,2,2
77246,9,9,2,11
77247,12,12,1,12
77248,13,13,2,13
77252,2,2,1,12
77253,12,12,1,8
77256,16,14,4,12
77259,2,2,1,10
77260,12,12,1,12
77264,13,13,2,10
77268,12,12,1,5
7727,9,9,1,3
77270,12,12,1,13
77273,16,13,1,10
77274,12,12,1,46
77275,14,13,3,10
77279,2,2,1,10
77282,12,12,1,12
77284,2,2,1,10
77286,14,14,3,0
77288,12,12,1,11
77296,12,12,1,11
77299,12,12,1,8
773,12,10,3,0
77304,12,12,1,8
77307,2,2,1,10
77311,13,13,1,5
77313,2,2,1,23
77315,36,13,5,7
77316,2,2,1,12
77317,16,13,2,10
77319,15,13,4,7
77320,18,13,7,11
77321,12,12,1,5
77324,16,14,2,11
77325,17,16,3,4
77328,12,12,1,17
77329,14,13,3,10
7733,11,9,1,1
77330,17,13,3,5
77333,2,2,1,31
77334,9,9,1,59
77337,12,12,1,11
77338,14,13,2,5
7734,9,9,1,7
77341,22,14,3,9
77347,12,12,1,13
77350,12,12,1,11
77351,22,16,5,77
77353,21,15,3,3
77354,14,13,2,5
77355,13,13,2,5
7736,11,11,1,31
77365,13,13,2,1
77369,2,2,1,88
7737,9,9,1,21
77370,2,2,1,12
77371,13,13,1,5
77377,12,12,1,13
77380,12,12,1,31
77383,15,13,1,9
77389,2,2,1,49
7739,12,10,1,1
77390,13,13,1,10
77391,12,12,1,9
77394,13,13,1,12
77396,12,12,1,5
77397,13,13,1,12
77398,12,12,1,12
7740,9,9,1,6
77400,11,11,1,11
77401,12,12,1,11
77402,13,13,2,11
77406,11,11,2,9
77408,12,12,1,12
77409,2,2,1,5
77411,41,27,2,483
77413,15,15,1,10
77414,14,13,2,10
77417,12,12,1,11
77419,13,13,2,16
77421,12,12,1,10
77423,17,16,3,7
77424,14,12,1,10
77426,11,11,1,5
77432,11,11,1,10
77433,12,12,1,9
77434,21,13,3,413
77435,12,12,1,20
77437,16,13,4,4
77443,13,13,1,10
77444,2,2,1,42
77445,2,2,1,5
77449,15,11,4,5
77454,13,13,1,5
77460,13,13,2,5
77461,12,12,1,12
77466,13,13,1,12
77469,22,15,6,18
77471,5,5,2,3
77474,12,12,1,12
77479,17,15,3,23
77480,12,12,1,16
77481,14,14,1,45
77487,2,2,1,5
77488,11,11,1,9
77491,16,15,2,5
77492,12,12,1,11
77493,12,12,1,24
77495,2,2,1,5
77497,12,12,1,11
775,12,11,2,9
77500,12,12,1,5
77507,12,12,1,9
77508,12,12,1,38
7751,10,9,1,18
77511,11,11,1,10
77517,2,2,1,11
77518,13,13,2,71
77521,12,12,1,18
77527,16,14,4,15
77530,23,16,5,9
77531,13,13,2,13
77534,11,11,1,5
77544,12,12,1,5
77548,12,12,1,11
7755,10,9,1,18
77552,12,12,1,5
77553,12,12,1,37
77556,3,3,2,12
77557,13,13,1,12
77559,18,15,3,104
77560,14,14,2,5
77564,13,13,2,5
77566,26,17,2,12
77567,14,13,2,12
77569,3,3,2,8
77574,2,2,1,11
77577,18,13,2,5
77579,12,12,2,6
7758,13,12,3,25
77580,19,14,3,0
77585,19,15,3,270
77591,13,13,1,13
77596,22,16,5,47
7760,10,9,1,6
77600,14,14,1,5
77601,2,2,1,11
77604,14,13,1,5
77606,12,12,1,8
7761,12,9,2,4
77610,2,2,1,13
77613,27,13,2,105
77616,12,12,1,4
77619,14,13,2,11
77621,14,13,2,5
77625,2,2,1,12
77628,2,2,1,11
77629,12,12,1,11
77630,12,12,1,11
77636,2,2,1,11
77637,11,11,1,11
7765,13,12,1,7
77650,12,12,1,11
77652,12,11,2,716
77653,10,10,2,13
77658,15,14,2,8
7766,11,10,2,8
77663,19,13,2,64
77672,12,12,1,11
77678,7,7,2,12
77680,12,12,1,12
77681,13,13,1,11
77696,13,13,1,9
77698,14,13,2,5
77699,12,12,1,12
777,23,11,2,7
77701,12,12,1,11
77706,2,2,1,12
77709,2,2,1,13
77718,12,12,1,14
77721,17,13,3,89
77722,2,2,1,12
77723,2,2,1,13
77726,12,12,1,12
77727,9,9,2,9
77729,3,3,2,7
77730,11,11,1,11
77732,12,12,1,11
77734,2,2,1,73
77738,12,12,1,20
77740,12,12,1,5
77741,2,2,1,11
77744,12,12,1,4
77752,15,13,1,4
77753,28,20,4,12
77756,12,12,1,11
77757,13,10,2,177
77760,11,11,1,11
77763,2,2,1,23
77766,15,15,1,11
77768,2,2,1,11
77770,12,12,1,5
77780,13,13,2,46
77783,12,12,1,11
77786,17,17,1,9
77788,14,13,1,11
77789,12,12,1,11
7779,10,9,1,8
77791,13,13,2,12
77793,12,12,1,12
77794,13,13,1,11
77797,13,13,1,11
77799,2,2,1,22
778,17,13,3,72
77800,14,13,1,11
77801,17,14,3,10
77802,2,2,1,11
77804,15,13,2,12
77806,12,12,1,11
77812,16,12,2,10
77814,11,11,1,11
77817,13,13,2,4
77819,16,13,1,2
77829,12,12,1,11
77832,11,11,1,12
77836,11,11,1,11
77840,22,15,3,8
77841,2,2,1,5
77844,13,13,1,55
77845,16,14,3,6
77847,15,14,2,1
77848,2,2,1,5
77851,9,9,2,5
77852,2,2,1,75
77854,17,13,2,8
77855,2,2,1,5
77858,12,12,1,5
77859,12,12,1,14
77864,12,12,1,11
77865,13,13,2,9
7787,10,9,1,19
77871,12,12,1,11
77872,2,2,1,11
77875,12,12,1,4
77876,11,11,1,12
77877,18,13,3,6
77878,13,13,1,11
7788,9,9,1,8
77882,12,12,1,11
77885,13,13,1,11
77888,2,2,1,11
77890,12,12,1,37
77893,12,12,1,4
77895,2,2,1,11
77905,13,12,2,30
77910,12,12,1,11
77911,14,13,2,10
77919,12,12,1,13
7792,10,9,1,22
77924,14,14,2,12
77926,12,12,1,11
7793,12,11,2,6
77930,14,13,3,8
77938,2,2,1,13
7794,11,10,1,7
77941,10,10,2,11
77942,11,11,1,4
77943,2,2,1,11
77944,12,12,1,12
77945,11,11,3,7
77949,13,13,2,11
77950,14,13,1,13
77956,12,12,1,11
77962,15,13,3,36
77965,14,13,1,4
77970,2,2,1,11
77974,16,14,3,2
7798,12,11,1,124
77982,12,12,1,156
77985,12,12,1,12
77988,14,14,2,11
7799,10,9,1,4
77994,11,11,1,11
77997,13,13,1,11
77998,13,12,2,0
77999,14,13,2,4
780,15,11,2,6
7800,14,13,3,8
78000,16,16,2,15
78001,12,12,1,4
78003,12,12,1,11
78004,14,13,1,4
78005,2,2,1,12
78008,12,12,1,12
78009,12,12,1,11
7801,17,14,2,37
78010,12,12,1,12
78011,12,12,1,14
78012,18,16,2,11
78017,20,17,5,11
78018,2,2,1,11
7802,10,9,1,19
78020,12,12,1,10
78021,2,2,1,11
78022,12,12,1,4
78026,18,13,6,12
78028,13,13,1,11
78029,12,12,1,11
78034,12,12,2,4
78035,28,18,2,36
78041,13,13,1,4
78042,13,13,2,9
78045,2,2,1,11
78052,13,13,2,10
78053,12,12,1,12
78057,12,12,1,11
78059,15,13,2,4
78061,14,13,2,4
78062,2,2,1,12
78065,14,13,1,4
78071,12,12,1,4
78073,22,18,3,1
78078,12,12,1,21
78082,12,12,1,11
78083,13,13,1,12
78087,13,13,1,12
78088,15,13,2,9
78098,12,12,1,12
78099,12,12,1,49
7810,17,12,2,2
78104,2,2,1,13
78107,26,21,2,4
78111,12,12,2,12
78117,13,13,1,13
78119,13,13,2,10
7812,14,11,4,6
78121,14,13,2,11
78123,2,2,1,11
78124,3,3,2,6
78125,13,13,2,3
78128,23,18,4,10
78135,12,12,1,91
78139,5,5,2,11
78143,13,13,2,11
78144,12,12,1,111
78146,25,15,2,397
78148,13,13,2,3
78151,2,2,1,11
78154,2,2,1,11
78164,14,13,1,14
78168,9,9,2,12
78170,18,15,4,101
78171,12,12,1,11
78172,2,2,1,11
78174,12,12,1,3
78175,2,2,1,11
78176,15,14,3,61
78179,15,13,3,2
78184,13,12,1,3
78186,2,2,1,11
78189,15,12,2,3
78190,4,4,2,2
78191,13,13,1,10
78192,2,2,1,11
78197,12,12,1,11
782,12,11,2,7
78200,15,13,2,10
78201,9,9,1,11
78204,27,19,5,10
78205,16,13,3,69
78207,13,13,1,3
78208,13,10,4,10
78209,2,2,1,11
78210,12,12,1,12
78219,2,2,1,11
7822,10,9,1,7
78220,13,13,1,3
78221,14,13,1,13
78222,2,2,1,3
78228,15,13,2,10
78229,14,13,1,11
78235,12,12,1,11
78238,13,13,1,11
78239,12,12,1,11
7824,10,9,1,7
78240,3,3,2,1
78242,2,2,1,12
78245,14,13,2,52
78246,2,2,1,11
78249,4,3,2,12
78254,12,12,1,6
78261,15,14,3,5
78262,12,12,1,11
78263,16,16,3,8
78264,12,12,1,3
78268,12,12,1,3
78272,13,13,2,27
78275,12,12,1,26
78276,17,13,3,8
78277,12,12,1,56
7828,20,10,1,8
78284,3,3,2,3
78286,12,12,1,11
78287,12,12,1,11
78297,20,14,4,10
783,5,5,2,6
7830,17,10,2,19
78300,11,11,1,11
78302,13,13,2,75
78303,9,9,1,11
78308,12,12,1,11
78310,12,12,1,11
78311,14,14,2,8
78312,12,12,1,11
7832,10,9,1,22
78326,10,10,2,10
78327,13,13,2,9
78328,12,12,1,2
7833,10,9,1,6
78334,14,13,2,10
78335,2,2,1,11
78336,12,12,1,10
78338,12,12,1,10
78339,12,12,1,11
7834,10,9,2,3
78344,12,12,1,3
78347,2,2,1,12
7836,10,9,1,6
78363,12,12,1,11
78364,13,13,2,68
78366,2,2,1,12
78367,12,12,1,11
78368,12,12,1,12
7837,10,9,2,9
78370,2,2,1,11
78371,13,13,1,11
78373,15,14,3,7
78376,2,2,1,11
7838,10,9,1,8
78380,12,12,1,77
78383,12,12,1,12
78384,12,12,1,12
78385,2,2,1,12
78389,16,13,2,2
7839,11,9,2,7
78393,12,12,1,3
78395,18,14,4,16
78398,12,12,1,53
7840,11,10,2,0
78400,2,2,1,12
78402,12,12,1,126
78403,12,12,1,11
78412,14,14,2,12
78413,2,2,1,11
78417,11,11,1,3
78421,12,12,1,11
78425,12,12,1,5
78427,12,12,1,11
7843,11,10,1,7
78431,13,13,2,12
78434,27,18,4,1
78435,27,15,4,10
7844,12,11,1,47
78440,16,14,3,7
78441,12,12,1,11
78442,18,15,3,2
78449,9,9,2,10
7845,23,20,2,14
78454,14,13,1,11
78456,13,13,2,9
78461,13,13,2,11
78462,9,9,2,11
78466,11,11,1,12
78467,2,2,1,11
78470,12,12,1,11
78473,13,13,1,11
78476,12,12,2,10
78478,12,12,1,10
78480,12,12,1,12
78481,17,13,2,4
78482,17,16,3,6
78495,12,12,1,12
78496,13,13,1,3
78497,2,2,1,9
785,13,11,1,13
78500,14,13,1,11
78502,12,12,1,11
78503,11,11,1,2
78505,16,16,2,10
78506,4,2,1,10
78510,12,12,1,10
78512,2,2,1,10
78513,12,12,1,11
78523,2,2,1,10
78524,24,19,4,47
78527,2,2,1,10
78529,2,2,1,11
78531,12,12,1,11
78532,17,12,1,11
78535,2,2,1,12
78537,2,2,1,10
7854,10,9,1,3
78542,12,12,1,11
78554,11,11,1,11
78556,12,12,1,49
78557,11,11,1,11
78559,14,13,3,2
7856,11,11,1,83
78561,2,2,1,11
78565,12,12,1,11
78566,17,14,2,11
78568,13,13,2,5
78571,13,13,2,13
78572,12,12,1,10
78573,2,2,1,11
78575,17,13,1,10
78578,12,12,1,11
7858,13,12,2,28
78581,13,13,1,11
78582,12,12,1,10
78584,12,12,1,11
7859,11,9,2,9
78590,11,11,1,11
78591,12,12,1,10
78596,13,13,2,72
78598,23,15,4,6
786,13,11,2,12
7860,12,11,2,18
