Idx,kind_of_L1,kind_of_L2,num_of_logins,between_early,between_late
70309,4,6,10,36,0
70310,6,5,27,15,0
70313,4,5,8,26,0
70315,4,6,13,8,0
70316,4,6,14,124,0
70318,3,5,8,5,0
70323,3,5,8,3,0
70326,3,5,8,3,0
70327,6,6,11,16,0
70329,4,3,8,4,0
70330,3,4,7,8,0
70337,4,7,19,37,0
70340,4,6,15,5,0
70341,6,7,19,9,0
70345,5,5,9,5,0
70349,6,6,15,7,0
70351,4,5,9,3,0
70352,4,6,13,5,0
70356,4,6,10,63,0
70361,7,7,16,90,0
70370,4,4,10,4,0
70373,6,4,21,1,1
70375,4,6,10,8,0
70376,4,4,7,27,1
70377,6,6,14,23,0
70381,5,7,13,39,0
70384,5,6,24,1,0
70385,3,5,8,7,0
70388,3,5,8,1,0
70393,4,5,9,7,0
70394,7,6,24,63,0
70397,3,5,8,3,0
70399,4,5,12,7,0
70400,5,7,13,4,0
70404,4,6,12,5,0
70405,7,6,17,2,0
70406,5,6,16,4,0
70407,3,4,7,8,0
70410,5,7,15,4,0
70412,7,7,29,8,0
70413,3,5,8,8,0
70414,5,5,30,118,0
70415,4,6,28,9,0
70416,4,6,10,8,0
70420,3,5,8,7,0
70424,4,6,10,6,0
70426,5,7,16,4,0
70435,4,5,19,12,0
70436,7,7,48,32,0
70437,3,5,8,3,0
70439,4,6,9,2,0
70441,4,7,11,1,0
70442,5,7,15,2,0
70450,7,6,19,16,0
70452,4,5,8,4,0
70453,4,7,20,64,0
70455,5,5,9,5,0
70461,4,6,9,1,0
70462,4,6,11,83,0
70464,5,5,15,5,0
70470,4,5,9,11,0
70471,4,6,15,5,0
70475,7,6,23,22,0
70476,4,7,12,3,0
70480,8,7,23,33,0
70485,4,5,8,20,5
70488,3,5,8,1,0
70493,3,5,8,3,0
70494,6,7,25,38,0
70497,3,5,8,1,0
70501,7,6,10,807,0
70502,6,8,22,7,0
70505,3,5,8,8,0
70507,6,7,18,19,0
70509,3,5,8,3,0
70511,3,4,7,11,0
70513,5,5,19,56,0
70521,4,6,9,5,0
70522,4,6,12,3,0
70533,4,6,10,8,0
70536,4,6,10,5,0
70539,4,6,12,4,0
70549,3,5,8,10,0
70552,4,6,10,8,0
70556,4,4,7,5,5
70560,4,6,11,6,0
70564,5,5,18,133,0
70567,6,8,31,8,0
70569,4,6,12,15,0
70570,4,5,9,5,0
70572,6,7,12,4,0
70574,4,6,11,8,0
70586,3,5,8,5,0
70587,4,6,17,43,0
70593,4,7,14,52,0
70594,7,7,41,118,0
70597,7,8,19,40,0
70608,4,7,19,18,0
70609,3,4,7,7,0
70617,4,6,14,5,0
70619,4,5,11,19,5
70620,5,5,15,9,0
70629,3,5,8,9,0
70633,5,6,25,4,0
70641,5,5,16,3,0
70643,4,6,11,3,0
70645,5,6,18,6,0
70647,4,6,9,3,0
70649,4,6,10,4,0
70654,3,5,8,8,0
70655,4,6,34,13,1
70656,3,5,8,8,0
70661,3,5,8,5,0
70665,4,6,10,5,0
70666,3,5,8,4,0
70667,4,5,7,3,2
70676,4,6,9,3,0
70678,5,6,32,17,0
70681,4,6,9,4,0
70684,4,6,15,5,0
70685,7,8,66,9,0
70687,4,5,13,39,0
70688,4,5,8,7,0
70699,4,6,13,132,0
70703,3,5,8,4,0
70706,4,5,8,5,0
70714,4,6,11,21,0
70715,5,6,14,8,0
70717,6,7,18,8,0
70719,7,7,67,23,0
70720,5,7,37,154,0
70725,7,8,16,4,0
70729,3,3,10,129,2
70733,4,6,9,7,0
70734,7,6,51,50,0
70740,3,5,8,3,0
70742,5,5,13,6,0
70743,4,5,9,11,0
70747,4,6,12,9,0
70749,6,5,16,11,0
70752,3,5,8,6,0
70755,4,6,11,3,0
70759,4,5,8,8,0
70761,8,6,14,4,0
70762,5,6,14,2,0
70763,4,5,12,55,0
70764,5,6,12,5,0
70766,4,6,9,3,0
70771,4,5,13,9,1
70777,5,5,14,6,0
70778,4,6,14,9,0
70780,7,9,77,1120,0
70782,4,6,10,26,0
70785,4,5,14,7,0
70786,5,6,16,91,0
70787,4,6,10,4,0
70793,5,6,15,6,0
70798,5,6,11,60,0
70801,6,6,24,7,0
70803,4,6,9,8,0
70804,4,6,11,8,0
70805,3,4,7,5,0
70809,11,8,17,2,0
70810,5,6,11,3,0
70812,3,4,6,5,5
70814,4,6,12,27,0
70816,3,3,5,7,7
70819,3,5,8,4,0
70820,9,6,29,7,0
70821,7,8,15,7,0
70827,4,5,11,6,0
70830,5,5,13,3,0
70831,4,5,28,5,0
70832,5,6,12,12,0
70833,3,5,8,0,0
70834,5,5,16,2,0
70843,8,7,17,89,0
70855,10,9,36,26,0
70862,4,5,7,2,1
70864,3,5,8,2,0
70871,4,5,11,5,0
70874,5,6,19,49,0
70878,5,5,9,5,0
70882,7,7,13,8,0
70888,4,6,10,3,0
70889,4,6,11,4,0
70893,3,5,8,7,0
70897,5,5,13,6,0
70898,6,6,13,7,0
70900,5,5,29,6,0
70907,5,6,19,13,0
70911,6,8,28,6,0
70912,3,4,7,10,0
70914,7,6,14,7,0
70916,4,7,23,51,0
70918,4,6,11,4,0
70919,8,8,26,7,0
70920,4,6,29,30,0
70928,4,6,9,2,0
70937,4,6,12,4,0
70942,4,6,10,4,0
70943,4,6,20,12,0
70944,4,6,10,3,0
70945,4,6,18,11,0
70947,3,5,8,2,0
70951,3,5,8,4,0
70952,3,5,8,7,0
70954,3,5,8,3,0
70955,4,5,8,12,0
70958,4,6,20,11,0
70960,4,5,8,5,0
70962,5,6,13,4,0
70964,3,5,8,8,0
70965,6,6,28,31,0
70966,4,5,8,12,0
70967,3,4,6,8,8
70971,7,8,14,7,0
70974,6,6,16,11,0
70976,3,5,8,3,0
70978,3,5,8,2,0
70981,5,5,13,9,0
70982,4,6,21,6,0
70985,6,6,49,13,0
70990,4,5,17,9,1
70991,4,6,13,35,0
70992,4,6,9,8,0
70999,8,6,22,8,0
71011,10,7,29,7,0
71014,4,6,15,25,0
71016,5,6,18,15,0
71018,6,6,19,192,0
71019,6,6,27,7,0
71023,4,6,12,4,0
71024,4,5,10,6,3
71025,6,7,14,25,0
71028,5,6,22,11,0
71030,4,5,8,5,0
71031,4,6,9,4,0
71033,3,5,8,5,0
71034,3,4,7,6,0
71036,3,5,8,7,0
71045,5,6,39,14,0
71047,4,6,14,44,0
71053,5,6,17,4,0
71056,7,6,19,13,0
71064,5,6,10,8,0
71067,8,7,17,28,4
71069,4,6,16,68,0
71072,5,6,37,11,0
71075,4,7,11,3,0
71077,5,5,21,7,0
71078,5,5,13,6,0
71079,4,6,19,37,0
71081,3,5,8,2,0
71083,4,6,10,7,0
71086,8,7,33,45,0
71087,7,7,35,28,0
71089,6,6,15,63,0
71090,7,8,40,31,0
71093,4,6,10,5,0
71103,4,7,23,33,0
71110,3,5,8,7,0
71115,4,5,10,5,0
71119,3,5,8,4,0
71123,6,6,14,7,0
71125,6,7,19,7,0
71128,3,5,8,6,0
71129,3,4,7,7,0
71134,8,7,20,121,0
71137,5,6,20,7,0
71139,4,5,23,8,0
71141,4,5,8,7,0
71143,4,4,7,6,6
71148,4,6,21,124,0
71150,7,6,19,298,0
71155,3,4,6,7,7
71158,3,5,8,10,0
71169,6,6,18,5,0
71170,4,5,14,13,0
71180,4,6,13,10,0
71188,3,5,8,10,0
71192,7,5,14,11,4
71195,9,7,24,10,0
71196,4,6,19,35,0
71199,4,6,12,31,0
71200,4,6,23,7,0
71201,4,7,14,7,0
71202,3,5,8,11,0
71205,4,6,9,2,0
71206,7,7,20,4,0
71214,4,6,9,8,0
71216,3,4,7,9,0
71219,3,4,7,6,0
71223,6,6,12,6,0
71233,6,4,29,10,1
71234,5,6,35,22,0
71237,4,6,14,8,0
71238,5,6,12,7,0
71241,7,6,26,7,0
71243,4,6,13,10,0
71244,6,6,15,56,0
71245,3,5,8,8,0
71246,4,6,14,4,0
71247,3,4,7,7,0
71248,3,3,17,128,0
71253,3,4,7,13,0
71254,4,6,9,4,0
71258,4,5,9,6,0
71259,4,6,30,14,0
71260,7,7,23,14,1
71263,3,5,8,2,0
71270,4,5,15,5,0
71275,4,6,9,10,0
71276,5,6,16,4,0
71281,5,6,10,4,0
71284,7,6,27,10,0
71289,5,4,10,6,0
71290,4,6,22,7,0
71291,3,5,8,2,0
71292,4,5,11,7,3
71293,3,2,8,199,1
71294,5,6,16,11,0
71295,3,4,6,8,8
71303,6,5,25,4,0
71306,3,5,8,6,0
71318,5,6,66,26,0
71324,7,5,15,23,3
71329,5,6,10,9,0
71330,6,5,34,2,0
71338,5,4,18,37,5
71339,9,7,47,9,0
71349,5,7,30,80,0
71352,4,5,11,12,0
71355,4,5,14,20,3
71359,3,5,8,6,0
71364,3,5,8,3,0
71365,5,5,16,24,0
71367,4,5,26,6,0
71368,4,6,10,3,0
71371,4,6,9,4,0
71382,5,5,16,6,0
71383,3,5,8,13,0
71384,5,6,11,3,0
71385,5,5,15,5,0
71387,6,7,23,6,0
71391,4,5,12,5,0
71395,4,6,10,6,0
71404,5,6,33,7,0
71409,4,6,11,2,0
71411,3,5,8,7,0
71413,4,6,11,6,0
71414,4,7,27,9,0
71418,4,6,9,11,0
71423,9,7,26,6,0
71426,4,7,14,5,0
71432,4,5,8,5,0
71437,3,5,8,6,0
71443,8,8,19,3,0
71447,5,8,23,11,0
71453,4,6,10,15,0
71458,8,7,34,6,0
71462,4,6,15,71,0
71469,4,6,9,4,0
71472,5,6,12,6,0
71473,8,6,27,5,0
71476,4,6,17,9,0
71483,6,5,25,5,0
71485,4,6,12,6,0
71491,6,7,48,76,0
71492,9,8,27,3,0
71494,4,5,28,40,0
71500,6,5,13,6,1
71507,5,6,33,110,0
71515,4,6,10,4,0
71520,3,4,7,5,0
71521,5,5,34,5,0
71523,4,6,9,6,0
71525,5,5,13,8,0
71531,5,5,9,10,0
71542,4,6,16,6,0
71544,4,5,13,6,0
71549,4,6,13,6,0
71551,5,5,11,12,0
71553,2,3,4,5,0
71555,6,7,28,193,0
71558,9,9,47,6,0
71559,3,5,8,3,0
71560,3,5,8,6,0
71564,8,8,53,96,2
71565,4,7,12,5,0
71567,4,7,14,84,0
71570,4,6,9,4,0
71573,4,6,9,6,0
71575,6,6,15,7,0
71576,7,8,177,39,0
71581,4,6,26,41,0
71589,8,10,27,71,0
71591,7,7,18,6,0
71592,3,5,8,5,0
71593,6,6,17,15,0
71595,4,5,9,7,0
71598,6,6,14,5,0
71603,6,7,18,10,0
71604,4,6,11,6,0
71610,3,4,7,5,0
71613,4,6,12,6,0
71614,6,6,19,19,0
71617,3,5,8,7,0
71618,4,6,14,8,0
71619,3,5,8,3,0
71621,4,6,10,3,0
71624,3,5,8,3,0
71625,4,6,10,6,0
71631,4,5,9,6,0
71632,4,5,8,6,3
71633,4,7,18,7,0
71635,4,5,23,43,0
71637,4,5,10,16,6
71639,10,8,48,6,0
71641,3,4,7,6,0
71646,5,6,16,36,0
71647,9,8,35,17,0
71654,4,5,10,6,0
71656,4,6,9,6,0
71657,9,7,23,748,0
71667,4,6,15,4,0
71672,4,6,10,3,0
71674,3,5,8,6,0
71676,4,6,14,76,0
71677,4,6,9,6,0
71678,4,6,14,11,0
71679,3,5,8,10,0
71680,3,5,8,7,0
71689,4,6,11,6,0
71690,4,7,18,6,0
71694,4,5,8,6,0
71697,3,5,8,6,0
71698,4,6,10,6,0
71699,3,5,8,4,0
71702,8,7,26,6,0
71703,3,4,6,6,6
71705,4,5,12,46,0
71708,4,5,8,6,0
71709,3,4,7,6,0
71710,3,5,8,7,0
71713,4,7,15,9,0
71714,4,6,33,44,0
71715,5,4,7,5,2
71718,5,5,18,40,0
71721,3,5,8,3,0
71724,3,4,7,5,0
71727,3,5,8,14,0
71730,4,6,9,4,0
71735,3,4,7,10,0
71743,3,5,8,9,0
71745,4,6,9,6,0
71753,5,6,18,6,0
71757,4,6,9,10,0
71765,4,6,9,7,0
71767,8,7,34,59,0
71769,4,6,13,73,0
71773,4,5,30,7,1
71774,3,4,7,5,0
71775,5,6,22,5,0
71778,3,5,8,2,0
71779,5,7,12,2,0
71785,3,4,7,8,0
71791,4,6,10,2,0
71802,6,5,14,5,0
71803,4,6,10,119,0
71807,4,5,11,82,9
71810,4,5,11,20,0
71812,3,5,8,5,0
71818,4,6,9,4,0
71820,3,5,8,5,0
71822,4,5,7,6,3
71823,4,7,16,293,0
71832,3,4,6,2,0
71837,3,4,7,4,0
71838,5,6,16,11,0
71841,3,4,6,3,3
71845,4,6,13,5,0
71851,3,5,9,4,0
71854,3,5,8,6,0
71858,5,6,27,12,0
71859,4,6,10,17,0
71860,5,5,19,5,0
71861,3,5,8,11,0
71862,4,6,11,27,0
71864,3,5,8,12,0
71870,4,7,12,2,0
71872,3,5,8,2,0
71876,4,5,11,8,0
71879,6,6,28,13,0
71882,4,6,10,5,0
71886,4,6,10,5,0
71887,4,6,19,58,0
71888,4,5,8,4,0
71889,4,7,18,2,0
71890,6,6,12,5,0
71894,3,5,8,4,0
71896,5,5,19,8,0
71897,4,6,15,12,0
71898,6,7,18,63,0
71900,4,6,24,64,0
71903,4,6,10,5,0
71905,3,5,8,12,0
71906,3,5,8,8,0
71909,6,5,21,8,0
71910,5,5,19,10,0
71915,4,6,26,5,0
71918,4,6,9,3,0
71919,14,11,45,6,0
71925,4,7,22,13,0
71931,6,6,18,11,0
71935,4,6,12,3,0
71939,4,6,19,6,0
71940,6,6,25,37,2
71944,4,4,17,1314,0
71945,4,5,9,8,0
71948,4,5,10,7,0
71949,13,8,141,270,0
71953,4,6,10,5,0
71960,4,6,15,5,0
71962,4,6,24,5,0
71966,4,5,8,5,0
71972,4,7,15,65,0
71973,5,6,38,12,0
71975,4,7,17,126,0
71980,4,6,9,8,0
71985,6,6,12,26,0
71987,4,7,11,5,0
71996,6,7,20,4,0
71997,8,6,39,7,0
72001,3,5,8,6,0
72003,4,6,15,33,0
72005,5,6,29,5,0
72009,5,6,23,204,0
72011,4,6,14,12,0
72015,4,7,14,18,0
72016,4,7,16,5,0
72018,4,6,12,20,0
72019,10,8,25,21,0
72027,4,6,14,3,0
72030,4,6,13,21,0
72038,4,6,12,9,0
72040,4,5,9,36,3
72041,5,6,19,9,0
72046,4,6,9,12,0
72049,4,6,23,5,0
72053,8,9,27,82,0
72054,4,6,9,3,0
72055,5,5,14,9,0
72059,5,7,25,27,0
72064,4,6,12,5,0
72068,4,6,10,8,0
72070,4,6,10,151,0
72071,5,6,11,10,0
72072,5,4,11,8,0
72073,10,7,45,24,0
72084,3,5,8,11,0
72086,4,6,28,8,0
72095,4,6,10,12,0
72098,5,6,12,5,0
72099,3,5,8,5,0
72100,9,9,43,112,0
72103,3,5,8,5,0
72104,3,5,8,9,0
72106,5,6,20,6,0
72108,5,5,13,5,0
72109,6,7,21,49,0
72110,4,6,30,8,0
72117,6,9,577,740,0
72123,5,6,34,25,0
72124,3,5,8,5,0
72125,7,6,18,169,0
72128,4,6,9,8,0
72131,4,6,11,5,0
72132,6,4,12,6,0
72134,7,6,42,18,0
72138,4,6,16,40,0
72140,8,8,25,5,0
72143,4,5,8,7,0
72144,3,5,8,6,0
72145,4,5,8,5,0
72146,4,6,9,12,0
72147,5,6,17,105,0
72150,7,7,34,5,0
72152,3,4,7,8,0
72156,9,8,51,43,0
72158,3,5,8,6,0
72160,3,4,7,8,0
72161,9,9,31,8,0
72162,5,5,15,8,0
72164,4,6,14,13,0
72165,3,5,8,6,0
72168,3,4,7,9,0
72176,7,7,16,6,0
72184,4,6,12,8,0
72189,3,5,9,5,0
72193,8,6,35,6,0
72195,5,7,21,323,0
72196,8,8,37,16,0
72198,8,6,64,29,0
72204,8,8,54,41,0
72210,3,5,8,8,0
72214,3,5,8,8,0
72215,4,6,14,7,0
72217,5,7,30,28,0
72223,6,7,12,8,0
72226,5,5,15,8,0
72228,5,5,11,13,3
72229,4,6,11,7,0
72235,5,5,27,51,0
72238,4,6,9,7,0
72240,3,5,8,8,0
72241,6,5,12,8,0
72245,4,6,11,5,0
72247,5,5,10,4,0
72248,8,7,33,60,0
72249,9,7,33,4,0
72251,4,5,8,7,0
72258,4,6,10,3,0
72260,10,9,84,35,0
72263,5,7,42,4,0
72265,3,5,8,11,0
72272,4,5,11,8,0
72283,5,7,31,21,0
72292,4,5,16,4,0
72294,4,6,9,17,0
72296,9,7,23,7,0
72308,3,5,8,12,0
72310,4,6,25,8,0
72313,3,4,7,5,0
72314,5,5,16,7,0
72317,4,6,19,11,0
72318,5,7,18,3,0
72322,3,5,8,10,0
72324,8,7,24,8,0
72325,4,6,10,9,0
72326,5,5,10,7,0
72327,5,6,19,5,0
72333,5,6,13,5,0
72334,4,5,8,19,0
72335,3,5,8,8,0
72336,4,5,69,205,0
72341,4,7,15,11,0
72342,4,5,20,5,1
72358,4,7,17,4,0
72361,3,5,8,8,0
72362,3,5,8,10,0
72364,4,6,37,9,0
72367,3,5,9,8,0
72368,6,6,28,8,0
72371,9,8,21,19,0
72373,4,6,32,8,0
72378,5,8,50,1172,0
72380,5,6,31,9,0
72384,3,5,8,4,0
72389,4,4,8,9,9
72393,3,4,7,4,0
72394,4,5,8,7,0
72395,4,7,24,4,0
72398,4,6,10,4,0
72402,4,6,15,6,0
72405,6,8,15,197,0
72407,3,5,8,6,0
72408,8,8,152,34,0
72413,5,5,22,21,0
72417,5,6,22,5,0
72419,3,5,8,12,0
72420,4,6,20,10,0
72421,4,6,11,21,0
72437,3,5,8,4,0
72445,3,5,8,5,0
72451,8,8,18,558,0
72455,4,6,11,5,0
72458,3,5,8,3,0
72459,6,6,30,36,0
72461,4,6,10,7,0
72462,5,6,11,2,0
72465,4,6,9,9,0
72466,7,6,32,91,0
72467,5,5,21,29,0
72477,5,7,36,13,0
72479,3,5,8,5,0
72483,6,5,16,94,0
72484,9,6,24,277,0
72491,4,6,11,67,0
72493,6,6,14,11,0
72494,4,7,125,9,0
72496,4,6,10,11,0
72501,3,5,8,8,0
72504,4,6,38,12,0
72505,4,6,19,5,0
72507,4,6,13,9,0
72510,5,7,12,5,0
72514,6,7,33,5,0
72526,4,7,12,53,0
72533,4,7,50,715,0
72537,3,5,8,10,0
72540,5,5,16,7,0
72543,7,6,18,74,0
72549,4,5,8,6,0
72550,4,6,11,8,0
72552,4,6,34,8,0
72557,6,7,17,9,0
72558,5,5,12,4,0
72562,4,5,13,10,0
72563,4,6,9,13,0
72565,6,7,20,11,0
72569,4,5,20,11,0
72577,4,6,9,8,0
72578,4,6,10,10,0
72579,4,6,12,7,0
72582,4,6,22,8,0
72586,4,6,14,8,0
72588,4,6,9,3,0
72589,4,6,23,6,0
72590,3,4,7,7,0
72591,5,5,10,7,0
72592,3,5,8,10,0
72596,4,6,9,53,0
72597,3,5,8,8,0
72598,4,6,9,6,0
72605,4,6,15,50,0
72606,6,7,31,8,0
72609,3,5,8,8,0
72615,4,6,14,12,0
72622,4,5,9,3,2
72623,4,5,12,76,1
72624,4,7,22,54,0
72625,5,8,30,124,0
72628,4,6,10,5,0
72629,8,6,32,80,0
72632,7,7,24,8,0
72633,3,4,7,4,0
72637,7,8,35,10,0
72638,11,9,55,198,0
72639,4,6,10,39,0
72641,4,6,8,8,0
72642,4,6,14,5,0
72645,4,6,27,68,0
72647,4,6,9,11,0
72649,5,5,10,143,2
72651,4,5,11,4,0
72654,4,6,9,4,0
72656,8,7,41,7,0
72657,4,6,11,12,0
72658,4,6,10,8,0
72662,3,4,7,4,0
72664,5,6,34,11,0
72670,7,7,30,8,0
72671,4,6,15,6,1
72672,4,5,8,671,0
72673,4,6,17,6,0
72688,5,7,19,8,0
72689,3,5,8,6,0
72691,4,6,10,73,0
72693,6,6,26,55,0
72696,4,6,14,11,0
72699,4,5,21,8,0
72702,6,7,33,28,0
72704,4,7,30,46,0
72706,6,6,16,7,0
72707,5,6,52,30,0
72709,4,6,16,6,0
72711,8,8,36,10,0
72712,4,6,15,47,0
72713,4,6,11,5,0
72714,4,6,36,8,0
72715,7,7,67,18,0
72717,4,6,10,310,0
72720,3,4,7,7,0
72721,4,6,11,12,0
72722,3,4,7,7,0
72724,3,5,9,8,0
72727,3,4,7,7,0
72736,4,5,14,122,0
72741,4,5,10,18,7
72748,3,5,8,10,0
72752,7,8,57,71,0
72755,4,6,12,8,0
72757,6,5,18,14,0
72762,5,6,23,9,0
72763,5,5,10,9,0
72764,4,6,27,12,0
72765,4,5,14,24,0
72766,3,4,7,6,0
72768,5,5,20,8,0
72769,4,5,41,363,0
72770,5,5,15,4,0
72774,5,6,17,4,0
72775,11,9,86,8,0
72776,6,6,19,12,0
72777,5,5,16,8,0
72778,4,6,14,10,0
72780,3,4,7,5,0
72785,4,6,15,5,0
72787,4,6,13,115,0
72791,4,6,11,34,0
72792,5,5,11,5,0
72796,5,6,17,4,0
72803,4,6,16,10,0
72804,3,5,9,8,0
72805,3,4,7,5,0
72813,4,5,8,7,0
72815,11,8,24,57,0
72824,4,5,9,49,0
72825,3,5,8,8,0
72830,7,6,30,6,0
72831,10,9,55,164,0
72832,4,6,10,6,0
72833,4,7,13,8,0
72834,4,6,17,7,0
72835,3,5,8,7,0
72843,5,6,17,11,0
72848,4,6,14,7,0
72853,3,5,8,9,0
72854,4,4,26,7,0
72860,7,5,41,9,0
72861,4,6,12,4,0
72862,3,5,8,11,0
72866,4,6,11,5,0
72867,3,4,7,6,0
72869,11,8,95,14,0
72876,5,6,26,43,0
72878,4,5,11,3,0
72879,3,5,8,4,0
72881,3,5,8,2,0
72882,5,7,21,8,0
72883,9,8,25,455,0
72884,4,5,8,6,0
72885,4,6,35,20,0
72891,4,6,14,8,0
72892,3,5,8,8,0
72893,4,7,60,120,0
72895,4,7,13,134,0
72897,6,6,35,14,0
72900,7,7,37,7,0
72901,4,6,11,2,0
72903,5,5,16,7,0
72910,4,6,11,131,0
72917,4,6,15,547,0
72921,4,6,24,7,0
72923,5,5,15,6,0
72926,5,5,20,4,0
72930,6,7,14,8,0
72934,5,6,43,15,0
72935,4,5,18,6,0
72938,6,6,22,63,0
72941,7,7,41,7,0
72943,6,7,15,7,0
72946,4,6,13,10,0
72949,4,6,10,7,0
72950,5,5,21,67,0
72952,3,5,8,4,0
72953,4,6,20,7,0
72954,3,5,8,7,0
72956,4,6,10,6,0
72957,6,5,38,6,0
72960,4,6,10,197,0
72961,7,8,20,4,0
72965,5,5,9,591,0
72971,4,5,27,7,0
72974,6,6,17,132,0
72985,4,7,11,11,0
72986,3,5,8,10,0
72987,4,6,9,8,0
72990,5,6,23,10,0
72995,3,4,7,6,0
72997,3,5,8,4,0
72999,3,5,8,7,0
73000,9,9,78,42,0
73001,3,4,7,6,0
73002,3,4,7,8,0
73004,3,5,8,7,0
73005,10,8,52,11,0
73018,5,5,25,388,1
73020,10,8,33,7,0
73023,6,6,12,96,0
73026,4,6,13,7,0
73027,5,7,28,7,0
73028,7,7,38,8,0
73031,4,6,11,29,0
73033,5,5,23,26,0
73035,4,7,14,7,0
73038,7,6,41,38,0
73040,4,5,10,7,0
73043,4,6,17,7,0
73045,3,5,8,7,0
73048,4,6,9,7,0
73050,3,5,8,11,0
73052,3,5,8,7,0
73053,5,6,12,10,0
73054,4,6,19,10,0
73061,5,7,39,11,0
73064,3,5,8,13,0
73065,4,6,18,9,0
73066,10,7,85,7,0
73067,4,6,13,8,0
73068,4,7,13,43,0
73075,4,6,12,20,0
73077,6,6,100,103,0
73080,4,5,22,7,0
73083,4,5,10,43,0
73087,3,5,8,8,0
73093,4,6,12,11,0
73094,5,6,10,11,0
73102,4,5,9,339,0
73105,4,6,15,436,0
73111,4,6,14,21,0
73113,4,6,13,7,0
73114,5,5,12,48,0
73115,4,6,10,11,0
73117,3,4,7,6,0
73120,3,5,8,7,0
73125,3,5,8,7,0
73129,4,6,9,7,0
73131,6,6,35,6,0
73132,7,6,67,8,0
73134,4,6,10,50,0
73135,3,5,8,11,0
73136,3,4,7,6,0
73139,4,5,11,5,0
73141,4,6,15,13,0
73146,5,6,19,5,0
73147,4,6,10,8,0
73150,4,6,11,8,0
73158,4,6,11,8,0
73160,4,6,14,8,0
73162,7,8,45,7,0
73164,4,6,11,7,0
73171,4,6,9,7,0
73172,4,6,22,16,0
73174,5,6,12,8,0
73179,3,5,8,8,0
73180,5,6,15,93,0
73181,3,5,8,12,0
73182,4,5,18,9,0
73187,3,4,7,6,0
73188,5,7,34,346,0
73189,3,5,8,11,0
73191,3,4,7,6,0
73194,6,6,26,28,0
73195,3,5,9,12,0
73197,9,8,28,10,0
73199,5,6,48,28,0
73200,6,7,13,11,0
73201,4,5,9,6,0
73203,4,6,14,11,0
73204,4,6,9,7,0
73205,4,6,21,109,0
73207,5,6,12,7,0
73209,3,5,8,6,0
73210,8,8,36,4,0
73211,5,7,47,42,0
73213,4,6,10,11,0
73215,4,6,16,8,0
73224,4,6,14,11,0
73226,4,5,9,9,0
73227,8,7,32,777,0
73229,4,5,22,112,1
73230,6,8,23,179,0
73232,6,7,28,6,0
73246,2,2,3,3,0
73248,3,5,8,11,0
73250,4,5,19,6,0
73255,4,6,17,7,0
73257,5,6,10,10,0
73259,8,9,96,701,0
73264,4,6,10,7,0
73267,3,5,8,10,0
73268,4,6,16,11,0
73269,8,7,74,36,2
73274,4,6,30,12,0
73275,4,6,11,5,0
73276,3,5,8,11,0
73277,7,6,42,7,0
73280,8,7,54,7,0
73283,6,9,27,8,0
73292,3,5,8,11,0
73295,5,6,79,15,0
73297,4,6,24,14,2
73301,4,5,8,6,0
73310,7,7,55,304,0
73311,5,5,30,4,0
73313,4,5,12,6,0
73314,6,7,23,21,0
73316,3,5,8,11,0
73318,10,11,75,8,0
73321,5,5,14,694,0
73323,5,5,28,13,0
73325,7,7,37,5,0
73326,4,5,18,14,0
73331,4,5,9,5,0
73332,4,6,9,11,0
73333,6,7,18,7,0
73344,3,5,8,10,0
73347,6,7,26,10,0
73348,4,6,60,50,0
73349,7,10,57,420,0
73350,4,5,19,8,0
73351,4,5,9,2,0
73352,4,7,39,48,0
73353,5,5,25,6,0
73359,5,6,14,8,0
73361,5,5,12,305,2
73368,4,6,17,6,0
73369,4,5,31,11,0
73370,5,5,11,7,0
73371,3,5,8,7,0
73374,7,7,146,10,0
73378,4,6,16,47,0
73387,3,5,8,6,0
73392,4,5,21,37,0
73393,6,6,31,8,0
73398,5,7,24,14,0
73399,4,6,17,30,0
73400,4,6,18,198,0
73401,7,7,15,280,0
73404,3,5,8,13,0
73412,3,5,8,11,0
73413,4,6,12,10,0
73414,5,5,9,8,0
73417,4,6,16,144,0
73419,4,4,6,9,0
73425,7,7,23,11,0
73428,4,6,11,17,0
73430,4,6,11,10,0
73437,5,6,16,11,0
73438,5,6,15,11,0
73439,3,5,8,11,0
73440,6,7,12,5,0
73446,5,6,19,11,0
73447,4,6,16,11,0
73449,5,5,29,11,2
73451,6,6,16,11,0
73453,4,7,64,6,0
73459,6,7,30,11,0
73463,6,7,22,76,0
73471,3,5,8,7,0
73472,5,6,23,48,0
73483,4,5,8,9,0
73486,5,6,13,11,0
73487,4,6,12,94,0
73488,4,6,14,11,0
73491,9,8,45,9,0
73495,4,5,33,9,0
73497,4,6,13,11,0
73499,3,4,7,7,0
73500,6,6,24,11,0
73501,4,6,11,9,0
73502,4,3,7,6,0
73503,3,5,8,11,0
73508,4,6,9,11,0
73510,8,7,18,25,0
73513,4,6,43,11,0
73514,7,7,76,1151,0
73521,7,6,34,6,0
73526,3,5,8,9,0
73528,3,4,7,11,0
73529,3,5,8,11,0
73533,5,6,29,22,0
73536,4,6,26,6,0
73539,3,5,8,8,0
73540,4,7,22,6,0
73541,4,6,16,22,0
73543,6,7,20,8,0
73547,5,6,41,13,0
73553,4,6,14,11,0
73557,4,7,16,11,0
73559,6,7,18,46,0
